CHILD,DOB,PREV_PERM,LA_PERM,DATE_PERM
755819,30/08/2008,Z1,,
162049,05/04/2008,Z1,,
970280,02/07/2007,Z1,,
948155,25/11/2006,Z1,,
397023,24/02/2003,Z1,,
422617,08/07/2005,Z1,,
536218,25/07/2009,Z1,,
871945,22/01/2006,Z1,,
92150,31/07/2008,Z1,,
672530,02/04/2002,Z1,,
719756,27/03/2008,Z1,,
533989,27/11/2002,Z1,,
731704,31/12/2007,Z1,,
236096,28/11/2008,Z1,,
146596,04/11/2003,Z1,,
46269,23/11/2009,Z1,,
865691,13/12/2003,Z1,,
324051,02/11/2005,Z1,,
717291,10/05/2008,Z1,,
905870,24/05/2002,Z1,,
882477,03/07/2001,Z1,,
278501,20/01/2009,Z1,,
140302,16/03/2004,Z1,,
438335,07/07/2009,Z1,,
122983,09/03/2006,Z1,,
433741,05/09/2007,Z1,,
109036,22/09/2004,Z1,,
519059,14/08/2005,Z1,,
524792,04/02/2002,Z1,,
512334,09/08/2006,Z1,,
625116,16/02/2008,Z1,,
653400,03/06/2001,Z1,,
576170,04/10/2007,Z1,,
554262,20/09/2009,Z1,,
42306,20/09/2002,Z1,,
715090,16/04/2007,Z1,,
127822,14/01/2007,Z1,,
720102,07/09/2007,Z1,,
180755,19/11/2005,Z1,,
675875,11/04/2005,Z1,,
34572,17/09/2008,Z1,,
616437,14/12/2004,Z1,,
580909,03/07/2005,Z1,,
741598,15/09/2001,Z1,,
986890,23/10/2003,Z1,,
625004,15/03/2008,Z1,,
951716,01/02/2007,Z1,,
601190,03/04/2007,Z1,,
871541,22/08/2009,Z1,,
261119,14/07/2007,Z1,,
778189,04/09/2002,Z1,,
948010,18/11/2006,Z1,,
992331,05/01/2006,Z1,,
647811,24/05/2006,Z1,,
401650,15/10/2006,Z1,,
109200,09/08/2008,Z1,,
77296,30/06/2007,Z1,,
583209,02/07/2009,Z1,,
582902,13/02/2006,Z1,,
73142,14/04/2006,Z1,,
947752,15/02/2006,Z1,,
893776,03/11/2002,Z1,,
978638,03/02/2005,Z1,,
617686,28/11/2006,Z1,,
19259,08/08/2007,Z1,,
110350,14/12/2003,Z1,,
326293,28/08/2009,Z1,,
549023,05/07/2005,Z1,,
118889,16/06/2004,Z1,,
783886,13/03/2007,Z1,,
831861,28/02/2007,Z1,,
681893,14/10/2005,Z1,,
306870,26/10/2003,Z1,,
729233,07/12/2007,Z1,,
804955,09/05/2006,Z1,,
357220,30/07/2005,Z1,,
840802,02/12/2005,Z1,,
952289,15/02/2009,Z1,,
530282,29/04/2007,Z1,,
584671,06/08/2008,Z1,,
673935,11/11/2007,Z1,,
684861,20/10/2008,Z1,,
198564,24/10/2005,Z1,,
69504,23/06/2008,Z1,,
448742,23/06/2001,Z1,,
374389,24/06/2003,Z1,,
373218,06/08/2009,Z1,,
289121,09/10/2006,Z1,,
482840,14/01/2005,Z1,,
48338,30/05/2001,Z1,,
850847,05/10/2003,Z1,,
787064,05/10/2001,Z1,,
355602,13/02/2004,Z1,,
311063,28/05/2009,Z1,,
218168,11/07/2004,Z1,,
711540,30/03/2004,Z1,,
204118,21/10/2001,Z1,,
60288,29/07/2006,Z1,,
737726,17/05/2008,Z1,,
648057,28/06/2009,Z1,,
892330,21/08/2005,Z1,,
866837,27/09/2002,Z1,,
659430,10/04/2003,Z1,,
694922,19/07/2002,Z1,,
573864,20/02/2008,Z1,,
793347,17/10/2003,Z1,,
553848,22/02/2008,Z1,,
255201,23/11/2007,Z1,,
4015,06/12/2003,Z1,,
951969,02/11/2006,Z1,,
606708,18/09/2003,Z1,,
928597,29/07/2007,Z1,,
262711,14/09/2007,Z1,,
693410,24/12/2003,Z1,,
266902,02/05/2004,Z1,,
429851,10/12/2009,Z1,,
119095,05/12/2007,Z1,,
214178,12/09/2002,Z1,,
981287,26/01/2003,Z1,,
830338,24/05/2006,Z1,,
349082,14/05/2006,Z1,,
91711,27/04/2001,Z1,,
632442,20/01/2005,Z1,,
836643,22/11/2004,Z1,,
195764,21/02/2004,Z1,,
909944,13/04/2002,Z1,,
440549,03/12/2006,Z1,,
910378,13/12/2009,Z1,,
713648,01/10/2002,Z1,,
21847,13/02/2004,Z1,,
330697,12/10/2009,Z1,,
413915,01/11/2002,Z1,,
631575,22/10/2008,Z1,,
192668,07/07/2005,Z1,,
982154,28/07/2001,Z1,,
184308,01/06/2004,Z1,,
393387,29/01/2006,Z1,,
453572,27/06/2004,Z1,,
857997,03/06/2004,Z1,,
247180,12/08/2005,Z1,,
6415,29/08/2006,Z1,,
629818,11/08/2002,Z1,,
648222,16/04/2003,Z1,,
21593,04/11/2001,Z1,,
380303,19/06/2005,Z1,,
143799,24/02/2008,Z1,,
680465,16/06/2002,Z1,,
101362,12/02/2008,Z1,,
679728,17/05/2002,Z1,,
802543,05/04/2003,Z1,,
71212,21/10/2005,Z1,,
612940,24/11/2005,Z1,,
617426,30/11/2004,Z1,,
717687,24/06/2004,Z1,,
106241,24/12/2006,Z1,,
420134,01/11/2002,Z1,,
635964,04/08/2008,Z1,,
384546,09/04/2005,Z1,,
815720,24/05/2005,Z1,,
133330,31/03/2002,Z1,,
688239,09/05/2009,Z1,,
894785,21/05/2008,Z1,,
645812,16/09/2004,Z1,,
822438,26/02/2004,Z1,,
795289,26/03/2009,Z1,,
413831,20/05/2002,Z1,,
479546,20/06/2004,Z1,,
476742,29/06/2003,Z1,,
878043,13/10/2002,Z1,,
836390,04/02/2006,Z1,,
285207,06/11/2006,Z1,,
208004,10/08/2008,Z1,,
567517,12/03/2005,Z1,,
86668,04/02/2007,Z1,,
468377,04/08/2009,Z1,,
369699,10/07/2009,Z1,,
853697,23/09/2004,Z1,,
369488,12/09/2001,Z1,,
64562,17/06/2002,Z1,,
534492,17/08/2006,Z1,,
994285,13/01/2006,Z1,,
372509,23/07/2009,Z1,,
655772,04/07/2005,Z1,,
163267,09/07/2007,Z1,,
610919,04/06/2002,Z1,,
186596,12/10/2008,Z1,,
379507,12/08/2003,Z1,,
245022,30/05/2004,Z1,,
979997,26/08/2006,Z1,,
933360,16/06/2007,Z1,,
520411,19/10/2006,Z1,,
442704,22/09/2003,Z1,,
687605,19/05/2009,Z1,,
954202,10/09/2004,Z1,,
221218,26/06/2006,Z1,,
990787,27/07/2003,Z1,,
362033,16/08/2004,Z1,,
34153,29/07/2008,Z1,,
979155,13/07/2008,Z1,,
447690,10/03/2008,Z1,,
571830,04/03/2005,Z1,,
656076,04/09/2007,Z1,,
679022,30/11/2002,Z1,,
756853,23/06/2006,Z1,,
159388,11/04/2005,Z1,,
266650,11/09/2006,Z1,,
604407,30/05/2008,Z1,,
960186,14/01/2007,Z1,,
406846,17/04/2009,Z1,,
496063,04/04/2007,Z1,,
633285,09/09/2006,Z1,,
814087,03/07/2007,Z1,,
16960,12/03/2009,Z1,,
295116,31/08/2006,Z1,,
297403,21/12/2004,Z1,,
309655,04/06/2006,Z1,,
636479,15/07/2008,Z1,,
588334,30/05/2002,Z1,,
571007,22/09/2009,Z1,,
869102,03/12/2008,Z1,,
988280,09/04/2008,Z1,,
790932,19/05/2007,Z1,,
247698,18/05/2004,Z1,,
975004,06/10/2008,Z1,,
528962,10/11/2004,Z1,,
88024,05/02/2008,Z1,,
827864,05/02/2002,Z1,,
569582,31/03/2005,Z1,,
