CHILD,DOB,PREV_PERM,LA_PERM,DATE_PERM
735996,05/10/2007,Z1,,
814676,21/02/2002,Z1,,
424048,28/04/2004,Z1,,
502939,08/07/2005,Z1,,
955390,03/09/2005,Z1,,
535258,24/01/2009,Z1,,
536074,05/11/2008,Z1,,
504825,02/10/2008,Z1,,
731959,29/09/2007,Z1,,
115869,06/08/2006,Z1,,
370716,21/07/2009,Z1,,
48420,31/07/2003,Z1,,
279171,15/01/2008,Z1,,
313400,29/10/2009,Z1,,
99151,27/12/2005,Z1,,
663628,12/08/2007,Z1,,
87408,09/01/2005,Z1,,
332604,08/09/2002,Z1,,
204727,17/03/2006,Z1,,
268672,02/01/2006,Z1,,
874935,11/12/1999,Z1,,
872667,26/09/2006,Z1,,
200216,20/04/2007,Z1,,
204635,19/09/2007,Z1,,
604939,25/01/2005,Z1,,
96146,28/01/2009,Z1,,
294712,19/12/2009,Z1,,
405981,28/06/2009,Z1,,
472738,09/10/2005,Z1,,
511908,18/08/2006,Z1,,
993726,18/02/2001,Z1,,
23961,15/03/2003,Z1,,
753062,24/06/2008,Z1,,
562913,21/01/2002,Z1,,
533297,17/08/2007,Z1,,
704877,15/07/2000,Z1,,
862146,02/08/2006,Z1,,
2351,19/07/2003,Z1,,
682527,22/04/2008,Z1,,
121280,19/07/1999,Z1,,
404747,29/12/2005,Z1,,
923340,01/07/2000,Z1,,
280577,21/11/2007,Z1,,
274248,12/06/2005,Z1,,
303075,13/11/2006,Z1,,
610915,08/06/2009,Z1,,
340899,10/05/2001,Z1,,
937777,13/09/2005,Z1,,
543554,21/03/2003,Z1,,
442009,17/02/2004,Z1,,
557029,04/01/2007,Z1,,
479556,15/04/2006,Z1,,
956819,15/11/2002,Z1,,
673109,06/10/2000,Z1,,
547599,25/02/2007,Z1,,
506970,18/12/2009,Z1,,
755557,04/07/2006,Z1,,
745426,03/10/2007,Z1,,
245211,12/06/1999,Z1,,
787415,12/04/2004,Z1,,
43061,05/07/2005,Z1,,
926516,08/03/2006,Z1,,
230147,15/06/2005,Z1,,
462241,09/07/2003,Z1,,
975420,20/08/2004,Z1,,
213931,21/06/2002,Z1,,
137108,01/04/2004,Z1,,
83267,10/06/1999,Z1,,
365497,08/01/2009,Z1,,
737153,31/05/2003,Z1,,
464233,31/03/2005,Z1,,
774643,27/06/2006,Z1,,
994928,01/02/2005,Z1,,
694959,11/09/2008,Z1,,
248635,30/10/2001,Z1,,
172422,23/02/2000,Z1,,
513331,11/10/2009,Z1,,
876949,11/03/2001,Z1,,
505453,04/08/2009,Z1,,
667777,02/11/1999,Z1,,
311627,25/02/2001,Z1,,
842080,14/05/2007,Z1,,
927421,19/03/2007,Z1,,
643340,12/04/2004,Z1,,
725070,06/10/2000,Z1,,
550940,11/07/2004,Z1,,
155620,19/09/2004,Z1,,
386356,23/08/2008,Z1,,
365512,11/02/2001,Z1,,
635687,25/10/2004,Z1,,
428775,18/03/2005,Z1,,
261427,16/06/1999,Z1,,
291083,10/08/2006,Z1,,
673034,12/02/2008,Z1,,
6727,11/08/2004,Z1,,
179822,07/05/1999,Z1,,
814038,09/01/2007,Z1,,
422444,30/11/2001,Z1,,
765381,14/04/2006,Z1,,
742220,24/09/2000,Z1,,
280524,24/12/2003,Z1,,
318887,07/09/2002,Z1,,
5955,19/08/2009,Z1,,
781863,02/04/2002,Z1,,
99273,03/07/2005,Z1,,
775675,02/04/2006,Z1,,
800588,04/12/2001,Z1,,
347253,29/11/2000,Z1,,
140405,02/03/2008,Z1,,
753090,26/12/2009,Z1,,
27053,21/02/2007,Z1,,
230761,24/08/2001,Z1,,
610489,24/05/2006,Z1,,
719836,30/07/2005,Z1,,
369768,03/02/2000,Z1,,
628500,07/09/2000,Z1,,
397940,17/03/2005,Z1,,
211806,28/07/2002,Z1,,
991189,20/05/2006,Z1,,
70568,05/08/2000,Z1,,
472130,04/02/2004,Z1,,
396741,20/09/2003,Z1,,
677730,05/01/2000,Z1,,
261597,05/01/2006,Z1,,
942534,19/09/2009,Z1,,
37452,05/06/2005,Z1,,
210846,09/11/2007,Z1,,
187276,02/09/2006,Z1,,
293925,26/12/2000,Z1,,
716651,14/11/2009,Z1,,
690022,13/05/2002,Z1,,
171369,29/07/2001,Z1,,
13086,29/06/2005,Z1,,
812221,10/08/2006,Z1,,
70974,22/12/2008,Z1,,
972733,06/05/2008,Z1,,
489455,31/08/2008,Z1,,
211309,07/11/2004,Z1,,
359195,09/02/2009,Z1,,
159447,08/12/2008,Z1,,
352274,02/10/2000,Z1,,
922154,26/08/2009,Z1,,
980455,03/11/2005,Z1,,
418846,26/08/2009,Z1,,
893365,06/09/2003,Z1,,
831429,26/12/2009,Z1,,
57648,02/09/2008,Z1,,
315859,27/07/2000,Z1,,
484400,22/04/2003,Z1,,
372110,16/03/2000,Z1,,
539670,14/04/2008,Z1,,
579068,06/11/2002,Z1,,
1656,25/01/2006,Z1,,
662834,05/09/2004,Z1,,
679089,23/07/2001,Z1,,
978525,04/10/2008,Z1,,
257705,06/03/2007,Z1,,
411707,28/10/2008,Z1,,
534005,14/05/2000,Z1,,
103114,16/05/2006,Z1,,
414521,14/10/2009,Z1,,
268322,26/01/2008,Z1,,
777424,05/11/2005,Z1,,
127407,21/08/2002,Z1,,
388154,11/06/2008,Z1,,
371371,09/08/2008,Z1,,
227488,11/08/2004,Z1,,
279660,09/02/2009,Z1,,
481088,28/02/2006,Z1,,
629831,04/10/2007,Z1,,
766270,09/02/2002,Z1,,
800491,05/07/2008,Z1,,
59087,17/06/2009,Z1,,
750487,11/06/2003,Z1,,
63975,09/12/2006,Z1,,
309114,10/09/2006,Z1,,
53927,25/01/2006,Z1,,
814280,01/10/2008,Z1,,
460752,14/11/2008,Z1,,
460574,24/12/2002,Z1,,
64233,22/12/2005,Z1,,
284120,25/05/2009,Z1,,
856877,18/05/2002,Z1,,
546042,12/06/2003,Z1,,
425538,23/08/2009,Z1,,
584620,14/12/2000,Z1,,
851516,29/09/1999,Z1,,
164592,03/10/2004,Z1,,
519,26/03/2002,Z1,,
75578,20/06/2001,Z1,,
838434,12/07/2006,Z1,,
325007,06/12/2009,Z1,,
980483,15/11/2006,Z1,,
604396,26/04/1999,Z1,,
290,13/11/2000,Z1,,
294875,01/03/2004,Z1,,
241130,24/06/2003,Z1,,
502148,05/10/2001,Z1,,
411555,28/04/2001,Z1,,
172092,01/07/1999,Z1,,
667440,08/10/1999,Z1,,
895808,26/01/2009,Z1,,
740561,21/12/2006,Z1,,
793208,27/04/1999,Z1,,
364661,21/07/2000,Z1,,
454546,25/03/2009,Z1,,
876799,02/02/2002,Z1,,
812096,04/06/2008,Z1,,
890271,09/07/1999,Z1,,
546571,04/05/2003,Z1,,
444178,22/09/2000,Z1,,
446453,19/08/2007,Z1,,
621603,16/08/1999,Z1,,
275069,21/02/2008,Z1,,
216649,22/04/2004,Z1,,
579001,23/10/2006,Z1,,
962525,25/04/2001,Z1,,
625998,06/07/2003,Z1,,
532196,24/06/2005,Z1,,
549349,14/05/2005,Z1,,
852739,22/02/2007,Z1,,
149412,16/11/2007,Z1,,
417910,01/07/2001,Z1,,
916945,04/07/2001,Z1,,
518169,19/04/1999,Z1,,
755819,30/08/2008,Z1,,
162049,05/04/2008,Z1,,
744111,07/10/1999,Z1,,
282989,22/10/2009,Z1,,
818828,27/12/2000,Z1,,
675419,06/03/2005,Z1,,
152230,23/06/2008,Z1,,
970280,02/07/2007,Z1,,
948155,25/11/2006,Z1,,
544632,08/04/2000,Z1,,
397023,24/02/2003,Z1,,
438930,11/10/2006,Z1,,
208073,27/04/1999,Z1,,
923920,30/07/2000,Z1,,
824525,24/06/2000,Z1,,
422617,08/07/2005,Z1,,
153964,26/11/2004,Z1,,
272687,30/09/2006,Z1,,
707054,29/07/2004,Z1,,
536218,25/07/2009,Z1,,
289373,30/10/2008,Z1,,
709655,17/05/2006,Z1,,
871945,22/01/2006,Z1,,
138289,26/09/1999,Z1,,
422413,15/05/2009,Z1,,
957444,31/10/2003,Z1,,
553116,05/11/2009,Z1,,
92150,31/07/2008,Z1,,
282067,13/10/2006,Z1,,
672530,02/04/2002,Z1,,
719756,27/03/2008,Z1,,
844369,24/03/2006,Z1,,
533989,27/11/2002,Z1,,
731704,31/12/2007,Z1,,
236096,28/11/2008,Z1,,
993069,25/08/2005,Z1,,
146596,04/11/2003,Z1,,
622236,26/08/2008,Z1,,
46269,23/11/2009,Z1,,
865691,13/12/2003,Z1,,
324051,02/11/2005,Z1,,
717291,10/05/2008,Z1,,
593379,09/09/2002,Z1,,
814378,16/08/2000,Z1,,
905870,24/05/2002,Z1,,
342559,23/07/2000,Z1,,
882477,03/07/2001,Z1,,
828730,16/07/2003,Z1,,
278501,20/01/2009,Z1,,
768841,20/02/2005,Z1,,
666948,31/10/2002,Z1,,
140302,16/03/2004,Z1,,
438335,07/07/2009,Z1,,
122983,09/03/2006,Z1,,
516144,20/11/2005,Z1,,
433741,05/09/2007,Z1,,
109036,22/09/2004,Z1,,
163651,09/10/2004,Z1,,
900357,01/04/2006,Z1,,
506195,24/08/1999,Z1,,
909227,16/01/2003,Z1,,
519059,14/08/2005,Z1,,
524792,04/02/2002,Z1,,
512334,09/08/2006,Z1,,
625116,16/02/2008,Z1,,
653400,03/06/2001,Z1,,
288164,28/09/2007,Z1,,
283412,09/03/2007,Z1,,
5185,02/04/2006,Z1,,
937220,04/06/2008,Z1,,
576170,04/10/2007,Z1,,
665330,26/06/2009,Z1,,
554262,20/09/2009,Z1,,
42306,20/09/2002,Z1,,
9522,17/07/2000,Z1,,
915936,05/08/2004,Z1,,
975846,23/08/2004,Z1,,
715090,16/04/2007,Z1,,
127822,14/01/2007,Z1,,
396544,12/02/2002,Z1,,
741403,16/10/1999,Z1,,
720102,07/09/2007,Z1,,
62049,26/02/2007,Z1,,
180755,19/11/2005,Z1,,
259829,07/03/2008,Z1,,
662981,03/03/2009,Z1,,
675875,11/04/2005,Z1,,
485365,27/11/1999,Z1,,
34572,17/09/2008,Z1,,
161955,13/01/2009,Z1,,
906009,17/07/2002,Z1,,
616437,14/12/2004,Z1,,
983950,24/03/2000,Z1,,
137924,30/04/2007,Z1,,
947035,20/02/2000,Z1,,
580909,03/07/2005,Z1,,
32517,26/06/2002,Z1,,
741598,15/09/2001,Z1,,
986890,23/10/2003,Z1,,
625004,15/03/2008,Z1,,
897460,10/08/2008,Z1,,
951716,01/02/2007,Z1,,
563451,19/07/2006,Z1,,
311255,26/08/2009,Z1,,
601190,03/04/2007,Z1,,
312018,25/08/1999,Z1,,
380785,24/05/2002,Z1,,
871541,22/08/2009,Z1,,
261119,14/07/2007,Z1,,
152946,12/10/2005,Z1,,
778189,04/09/2002,Z1,,
948010,18/11/2006,Z1,,
53639,17/01/2001,Z1,,
282921,15/07/2009,Z1,,
992331,05/01/2006,Z1,,
244657,23/04/2002,Z1,,
288912,10/03/2006,Z1,,
647811,24/05/2006,Z1,,
822010,19/01/2003,Z1,,
401650,15/10/2006,Z1,,
982048,01/10/2008,Z1,,
109200,09/08/2008,Z1,,
939948,15/11/1999,Z1,,
77296,30/06/2007,Z1,,
583209,02/07/2009,Z1,,
193201,07/02/2005,Z1,,
582902,13/02/2006,Z1,,
942509,05/02/2006,Z1,,
73142,14/04/2006,Z1,,
817309,12/07/2005,Z1,,
269791,07/08/2001,Z1,,
947752,15/02/2006,Z1,,
472494,08/11/2001,Z1,,
893776,03/11/2002,Z1,,
871218,14/04/2005,Z1,,
978638,03/02/2005,Z1,,
994520,18/12/1999,Z1,,
617686,28/11/2006,Z1,,
19259,08/08/2007,Z1,,
110350,14/12/2003,Z1,,
676893,14/08/2002,Z1,,
326293,28/08/2009,Z1,,
903879,11/02/2000,Z1,,
549023,05/07/2005,Z1,,
60122,17/10/2003,Z1,,
213881,10/01/2007,Z1,,
288064,25/11/2000,Z1,,
984305,21/09/2002,Z1,,
118889,16/06/2004,Z1,,
783886,13/03/2007,Z1,,
864252,17/03/2002,Z1,,
831861,28/02/2007,Z1,,
681893,14/10/2005,Z1,,
740754,28/12/2007,Z1,,
306870,26/10/2003,Z1,,
96935,18/07/2002,Z1,,
729233,07/12/2007,Z1,,
804955,09/05/2006,Z1,,
334368,03/04/2006,Z1,,
558590,29/08/2009,Z1,,
357220,30/07/2005,Z1,,
156679,04/03/2006,Z1,,
840802,02/12/2005,Z1,,
427763,10/09/2009,Z1,,
232564,28/06/2005,Z1,,
956636,04/06/2003,Z1,,
533183,23/10/2004,Z1,,
952289,15/02/2009,Z1,,
50020,31/08/1999,Z1,,
442750,20/10/2008,Z1,,
773003,28/06/2006,Z1,,
959235,01/07/2003,Z1,,
530282,29/04/2007,Z1,,
395766,22/07/2008,Z1,,
584671,06/08/2008,Z1,,
561041,02/06/1999,Z1,,
673935,11/11/2007,Z1,,
261040,19/11/2002,Z1,,
435450,21/04/2002,Z1,,
688510,03/09/2000,Z1,,
684861,20/10/2008,Z1,,
198564,24/10/2005,Z1,,
69504,23/06/2008,Z1,,
773456,10/10/2001,Z1,,
448742,23/06/2001,Z1,,
374389,24/06/2003,Z1,,
965457,15/06/2000,Z1,,
59856,11/01/2004,Z1,,
802322,21/11/1999,Z1,,
552541,23/09/2009,Z1,,
298190,04/03/2005,Z1,,
180759,08/04/2002,Z1,,
373218,06/08/2009,Z1,,
289121,09/10/2006,Z1,,
116646,16/05/2005,Z1,,
333439,21/08/2005,Z1,,
534419,07/11/1999,Z1,,
482840,14/01/2005,Z1,,
48338,30/05/2001,Z1,,
507322,04/01/2008,Z1,,
493904,27/06/2008,Z1,,
499567,20/02/2001,Z1,,
724607,05/07/2003,Z1,,
850847,05/10/2003,Z1,,
787064,05/10/2001,Z1,,
973661,10/06/2000,Z1,,
355602,13/02/2004,Z1,,
550204,18/01/2007,Z1,,
311063,28/05/2009,Z1,,
218168,11/07/2004,Z1,,
877613,28/12/1999,Z1,,
515794,11/07/2004,Z1,,
474201,30/12/2005,Z1,,
711540,30/03/2004,Z1,,
98444,29/06/2006,Z1,,
204118,21/10/2001,Z1,,
60288,29/07/2006,Z1,,
670407,15/12/2008,Z1,,
327334,07/12/2009,Z1,,
588661,24/10/1999,Z1,,
737726,17/05/2008,Z1,,
58309,30/12/2000,Z1,,
648057,28/06/2009,Z1,,
892330,21/08/2005,Z1,,
866837,27/09/2002,Z1,,
905851,01/04/2006,Z1,,
854826,12/02/2001,Z1,,
659430,10/04/2003,Z1,,
264289,07/12/2007,Z1,,
137917,26/04/1999,Z1,,
694922,19/07/2002,Z1,,
573864,20/02/2008,Z1,,
92821,29/12/2008,Z1,,
793347,17/10/2003,Z1,,
553848,22/02/2008,Z1,,
87101,07/12/2007,Z1,,
255201,23/11/2007,Z1,,
4015,06/12/2003,Z1,,
998328,15/03/2004,Z1,,
951969,02/11/2006,Z1,,
335413,09/05/1999,Z1,,
606708,18/09/2003,Z1,,
928597,29/07/2007,Z1,,
262711,14/09/2007,Z1,,
46916,20/01/2000,Z1,,
441738,10/09/2006,Z1,,
365147,19/08/2005,Z1,,
850642,11/11/2006,Z1,,
336381,11/12/2007,Z1,,
693410,24/12/2003,Z1,,
266902,02/05/2004,Z1,,
429851,10/12/2009,Z1,,
143713,23/09/1999,Z1,,
569034,17/12/1999,Z1,,
844461,04/11/2000,Z1,,
261594,17/12/2001,Z1,,
769339,18/09/2009,Z1,,
828914,09/01/2005,Z1,,
219694,01/06/2009,Z1,,
337901,16/07/2002,Z1,,
505723,06/07/2002,Z1,,
302681,08/04/2007,Z1,,
119095,05/12/2007,Z1,,
214178,12/09/2002,Z1,,
981287,26/01/2003,Z1,,
828277,12/12/2000,Z1,,
830338,24/05/2006,Z1,,
349082,14/05/2006,Z1,,
91711,27/04/2001,Z1,,
632442,20/01/2005,Z1,,
373260,21/09/2008,Z1,,
331462,24/05/2006,Z1,,
836643,22/11/2004,Z1,,
317665,27/01/2004,Z1,,
84737,21/04/2004,Z1,,
72501,16/10/2009,Z1,,
603626,22/09/2001,Z1,,
195764,21/02/2004,Z1,,
118049,04/08/2001,Z1,,
909944,13/04/2002,Z1,,
440549,03/12/2006,Z1,,
885607,18/07/2005,Z1,,
685625,11/07/2009,Z1,,
792567,15/02/2001,Z1,,
910378,13/12/2009,Z1,,
713648,01/10/2002,Z1,,
21847,13/02/2004,Z1,,
330697,12/10/2009,Z1,,
413915,01/11/2002,Z1,,
631575,22/10/2008,Z1,,
192668,07/07/2005,Z1,,
223870,16/09/2000,Z1,,
958862,06/01/2006,Z1,,
982154,28/07/2001,Z1,,
409218,31/12/2001,Z1,,
29815,28/09/2003,Z1,,
184308,01/06/2004,Z1,,
393387,29/01/2006,Z1,,
841036,19/11/2008,Z1,,
453572,27/06/2004,Z1,,
738397,18/06/2005,Z1,,
720055,03/02/2003,Z1,,
857997,03/06/2004,Z1,,
247180,12/08/2005,Z1,,
738976,02/02/2008,Z1,,
543132,16/06/2004,Z1,,
767605,20/06/2006,Z1,,
6415,29/08/2006,Z1,,
629818,11/08/2002,Z1,,
765303,10/04/2008,Z1,,
648222,16/04/2003,Z1,,
459307,02/05/2000,Z1,,
21593,04/11/2001,Z1,,
380303,19/06/2005,Z1,,
143799,24/02/2008,Z1,,
679379,08/07/2004,Z1,,
296330,01/07/2000,Z1,,
817314,12/10/2007,Z1,,
427390,16/10/2006,Z1,,
211186,02/10/1999,Z1,,
843355,03/06/2001,Z1,,
830831,28/08/2002,Z1,,
680465,16/06/2002,Z1,,
564323,28/12/2004,Z1,,
101362,12/02/2008,Z1,,
834242,29/10/2004,Z1,,
201733,19/07/2002,Z1,,
903664,05/09/2000,Z1,,
246302,21/09/2002,Z1,,
679728,17/05/2002,Z1,,
802543,05/04/2003,Z1,,
71212,21/10/2005,Z1,,
612940,24/11/2005,Z1,,
617426,30/11/2004,Z1,,
717687,24/06/2004,Z1,,
98753,29/08/2002,Z1,,
106241,24/12/2006,Z1,,
420134,01/11/2002,Z1,,
635964,04/08/2008,Z1,,
21038,11/11/2005,Z1,,
384546,09/04/2005,Z1,,
815720,24/05/2005,Z1,,
133330,31/03/2002,Z1,,
688239,09/05/2009,Z1,,
859568,29/12/2000,Z1,,
894785,21/05/2008,Z1,,
645812,16/09/2004,Z1,,
704159,11/06/2009,Z1,,
55690,13/02/2004,Z1,,
981762,30/10/2005,Z1,,
116392,25/08/2004,Z1,,
276172,04/06/2000,Z1,,
822438,26/02/2004,Z1,,
115254,28/08/2000,Z1,,
795289,26/03/2009,Z1,,
413831,20/05/2002,Z1,,
479546,20/06/2004,Z1,,
639837,22/05/2007,Z1,,
869871,28/09/2006,Z1,,
598618,03/11/1999,Z1,,
882936,08/06/2002,Z1,,
826987,15/02/2000,Z1,,
238852,26/07/2004,Z1,,
983227,05/08/2000,Z1,,
476742,29/06/2003,Z1,,
316873,28/03/2005,Z1,,
958973,27/04/2008,Z1,,
414394,03/07/1999,Z1,,
878043,13/10/2002,Z1,,
230497,20/09/2004,Z1,,
836390,04/02/2006,Z1,,
694321,01/11/2006,Z1,,
285207,06/11/2006,Z1,,
208004,10/08/2008,Z1,,
567517,12/03/2005,Z1,,
343472,26/06/2007,Z1,,
650517,05/08/2002,Z1,,
745488,15/12/2001,Z1,,
116483,02/12/2006,Z1,,
86668,04/02/2007,Z1,,
54625,29/10/2000,Z1,,
515563,11/02/2000,Z1,,
468377,04/08/2009,Z1,,
628941,11/10/2006,Z1,,
499660,30/07/2000,Z1,,
369699,10/07/2009,Z1,,
853697,23/09/2004,Z1,,
667283,05/12/1999,Z1,,
369488,12/09/2001,Z1,,
448400,07/01/2007,Z1,,
12539,22/04/2000,Z1,,
64562,17/06/2002,Z1,,
534492,17/08/2006,Z1,,
994285,13/01/2006,Z1,,
582281,01/07/2000,Z1,,
372509,23/07/2009,Z1,,
73205,05/12/2002,Z1,,
84450,30/08/2000,Z1,,
655772,04/07/2005,Z1,,
163267,09/07/2007,Z1,,
610919,04/06/2002,Z1,,
186596,12/10/2008,Z1,,
379507,12/08/2003,Z1,,
245022,30/05/2004,Z1,,
979997,26/08/2006,Z1,,
933360,16/06/2007,Z1,,
389737,25/03/2004,Z1,,
31063,19/10/2000,Z1,,
520411,19/10/2006,Z1,,
671612,04/06/2001,Z1,,
442704,22/09/2003,Z1,,
91132,22/10/2001,Z1,,
94030,08/12/1999,Z1,,
739118,13/08/2005,Z1,,
958808,31/01/2001,Z1,,
86704,29/08/2007,Z1,,
687605,19/05/2009,Z1,,
176514,12/12/2004,Z1,,
954202,10/09/2004,Z1,,
221218,26/06/2006,Z1,,
990787,27/07/2003,Z1,,
362033,16/08/2004,Z1,,
34153,29/07/2008,Z1,,
979155,13/07/2008,Z1,,
447690,10/03/2008,Z1,,
571830,04/03/2005,Z1,,
34663,26/07/1999,Z1,,
287890,14/04/2000,Z1,,
656076,04/09/2007,Z1,,
679022,30/11/2002,Z1,,
67832,30/12/2008,Z1,,
266915,20/07/2008,Z1,,
343805,05/05/2005,Z1,,
756853,23/06/2006,Z1,,
159388,11/04/2005,Z1,,
782906,27/11/2000,Z1,,
266650,11/09/2006,Z1,,
339147,02/03/2009,Z1,,
604407,30/05/2008,Z1,,
334240,18/08/2005,Z1,,
147816,07/12/2001,Z1,,
276079,27/11/2002,Z1,,
95496,05/07/2005,Z1,,
960186,14/01/2007,Z1,,
208084,26/06/1999,Z1,,
415235,28/05/2001,Z1,,
406846,17/04/2009,Z1,,
87322,27/02/2002,Z1,,
234842,17/03/2001,Z1,,
496063,04/04/2007,Z1,,
633285,09/09/2006,Z1,,
814087,03/07/2007,Z1,,
16960,12/03/2009,Z1,,
295116,31/08/2006,Z1,,
323056,26/09/2002,Z1,,
297403,21/12/2004,Z1,,
309655,04/06/2006,Z1,,
661349,02/07/2002,Z1,,
636479,15/07/2008,Z1,,
360252,08/12/2009,Z1,,
166761,19/12/2008,Z1,,
588334,30/05/2002,Z1,,
571007,22/09/2009,Z1,,
869102,03/12/2008,Z1,,
988280,09/04/2008,Z1,,
790932,19/05/2007,Z1,,
247698,18/05/2004,Z1,,
853700,14/01/2004,Z1,,
975004,06/10/2008,Z1,,
865383,04/02/2008,Z1,,
528962,10/11/2004,Z1,,
117430,11/11/2002,Z1,,
88024,05/02/2008,Z1,,
827864,05/02/2002,Z1,,
569582,31/03/2005,Z1,,
443989,24/03/2009,Z1,,
440902,14/06/2003,Z1,,
820261,15/08/2001,Z1,,
548319,13/10/2006,Z1,,
